"Area","Company","Item","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"Georgia","17614975GA (WINDER CITY OF)","Residential Sales Revenue","3466819","3318637","2242362","2612843","4018860","3175003","3284505","4418463","3206226","3659122","3232048","2511791","3222064","3718903","2835798","2901211","2792657","4217282","3780195","3645642","4354720"
"Georgia","17614975GA (WINDER CITY OF)","Residential Sales Volume","303191","323976","189486","207804","343791","181960","191539","245370","206406","251116","220450","167665","218337","221331","220519","198648","192788","313485","260398","245671","295359"
"Kansas","17614984KS (WINFIELD CITY OF)","Residential Sales Volume","386608","381449","389698","351336","329060","290924","309786","344012","322466","327286","317248","253725","317606","358008","281993","244103","257441","313049","324178","281542","304752"
"Kansas","17614984KS (WINFIELD CITY OF)","Residential Sales Revenue","3907461","2714652","2972297","2909986","3562209","3584345","3117468","3681983","3162764","3136637","2803214","2173408","2469035","3143968","1748105","1443518","1536660","2024955","2396205","2132413","2265956"
"Iowa","17614986IA (WINFIELD MUNICIPAL GAS)","Residential Sales Volume","33864","32039","32803","27601","30213","26706","27993","30511","37308","27282","26630","22259","29138","32794","25173","24711","24536","29715","29165","24146","25360"
"Iowa","17614986IA (WINFIELD MUNICIPAL GAS)","Residential Sales Revenue","297502","268575","277776","258150","286684","359677","325255","378809","380107","247960","265874","241778","279623","324311","281213","240333","248799","266781","287231","264290","272522"
"South Carolina","17614999SC (WINNSBORO TOWN OF)","Residential Sales Revenue","1317004","1083341","1393238","1322866","1538860","1661631","1902752","1786035","1805840","2019756","1694814","1266889","1479622","1715913","1595840","1304184","1412808","1562741","1479744","1181515","1476651"
"South Carolina","17614999SC (WINNSBORO TOWN OF)","Residential Sales Volume","125954","114887","127019","125471","117928","106276","96790","101056","95102","112056","105927","73722","88038","96014","92759","77534","79862","90598","82545","68789","86962"
"Hawaii","17615001HI (THE GAS COMPANY LLC)","Residential Sales Volume","537237","539023","536821","523591","515879","517510","509308","499098","510032","508780","486347","481447","582073","583211","571984","571000","572317","589853","576040","602529","618186"
"Hawaii","17615001HI (THE GAS COMPANY LLC)","Residential Sales Revenue","12116199","12453805","14636627","14212964","15961653","18256303","17339921","22246558","18551586","22641976","26883073","25447106","28596172","27707785","22927125","20831722","22252696","25643944","25424344","22748159","29048393"
"Wisconsin","17615025WI (WISCONSIN ELEC PWR CO)","Residential Sales Volume","31525855","34025880","35583085","33722193","33538142","30866666","33676598","35821651","34312240","31758037","33408683","28783678","36927220","38392655","32455466","32491436","32836547","36487862","38294557","34855839","33310552"
"Wisconsin","17615025WI (WISCONSIN ELEC PWR CO)","Residential Sales Revenue","275755205","250931977","317484272","330448895","378341386","363454938","390045289","445817781","365873514","310594741","304097958","250716623","295997775","390520994","256610602","238641853","248964385","265966091","261847632","236512819","307110174"
"Wisconsin","17615027WI (WISCONSIN POWER AND LIGHT COMPANY)","Residential Sales Revenue","103148871","90746529","131753853","131864510","148577722","139437530","143613483","165692433","122230948","118076106","114525579","96629813","109690680","124522626","95037591","87826212","101530539","102453127","110155573","98005888","111101607"
"Wisconsin","17615027WI (WISCONSIN POWER AND LIGHT COMPANY)","Residential Sales Volume","11165816","12977216","12132481","11795580","11355928","10589562","11278249","12337165","11450322","11090757","11065738","9696136","12574760","13352457","11641392","11481786","11807777","12852864","13995912","12634407","12252260"
"Iowa","17615081IA (WOODBINE MUNICIPAL NATURAL GAS)","Residential Sales Revenue","369889","299966","323745","326338","369869","374353","393945","426161","358044","343194","325519","248661","325899","396113","281564","235781","254595","308568","307059","258309","419639"
"Iowa","17615081IA (WOODBINE MUNICIPAL NATURAL GAS)","Residential Sales Volume","38353","40360","39727","35287","38353","29412","31570","34655","30853","30642","29699","21444","30793","31197","25343","23218","24835","30775","30795","26732","26328"
"Texas","17615082TX (WOODSBORO NATURAL GAS CORP)","Residential Sales Revenue","92959","146101","180218","166586","233456","207547","223916","211701","171403","189102","159190","27476","205679","196935","208196","140898","","","","0","0"
"Texas","17615082TX (WOODSBORO NATURAL GAS CORP)","Residential Sales Volume","12947","13281","12908","11481","10043","8698","10363","8726","8909","8880","7766","5607","7706","8192","7650","5951","","","","0","0"
"New York","17615087NY (WOODHULL MUNICIPAL GAS)","Residential Sales Volume","17946","18069","19289","18675","18060","14846","15993","15832","15195","14504","16060","14416","16524","17715","17479","16554","17315","18432","18417","",""
"New York","17615087NY (WOODHULL MUNICIPAL GAS)","Residential Sales Revenue","132046","99866","140045","169393","198741","225297","234506","242047","200962","149377","168241","141916","118067","106854","83956","57849","68878","93715","85260","",""
"Georgia","17615088GA (WOODLAND CITY OF)","Residential Sales Revenue","38130","34471","36898","32237","26207","36146","34011","38532","26942","29864","","15175","","","20865","","","","","",""
"Georgia","17615088GA (WOODLAND CITY OF)","Residential Sales Volume","3481","3153","3453","2924","2387","2187","2136","2374","1644","1865","","952","","","1354","","","","","",""
"Mississippi","17615102MS (WOODVILLE TOWN OF)","Residential Sales Revenue","264374","332031","352659","417687","399781","355909","358725","368300","331397","351408","285565","248157","276273","429254","255219","228080","205502","241702","234995","217838","232302"
"Mississippi","17615102MS (WOODVILLE TOWN OF)","Residential Sales Volume","26834","25177","28577","32914","24613","20250","21559","20840","22368","24240","19328","17114","18513","21207","17055","14874","13169","15749","14973","13672","14703"
"Texas","17615103TX (WOODVILLE CITY OF)","Residential Sales Volume","37400","36229","32819","28953","30265","25007","26345","25847","23615","29972","23573","20051","23210","25094","21450","17427","15028","21380","20403","18500","22580"
"Texas","17615103TX (WOODVILLE CITY OF)","Residential Sales Revenue","393355","317763","323494","286541","343758","301968","295840","320982","228340","293993","222442","176466","209782","245056","182654","152861","147610","184528","173457","152160","227284"
"Massachusetts","17615111MA (NSTAR GAS COMPANY)","Residential Sales Revenue","267903922","187401603","290616738","301007055","315122415","332773781","337997780","312451112","301909143","243483842","268138669","212087395","248853360","269961803","272554953","229565500","266436534","291579192","285367730","287181639","339280625"
"Massachusetts","17615111MA (NSTAR GAS COMPANY)","Residential Sales Volume","20192450","20428756","23535834","22189864","21139177","19044633","20811607","19961132","20225623","19737859","20056006","17795732","20739074","22388027","22372606","19525859","22970494","21902561","22211409","19942640","20125025"
"Georgia","17615121GA (WRENS CITY OF)","Residential Sales Revenue","636551","492271","505431","","474633","629576","774366","698574","475842","568904","499281","362692","371145","402818","337249","288330","302675","333340","308961","279316","322809"
"Georgia","17615121GA (WRENS CITY OF)","Residential Sales Volume","63707","51847","44656","","33455","27213","29323","27929","24965","28940","24509","15990","19391","22149","20595","18038","16974","18240","17117","16135","17053"
"Wyoming","17615153WY (WYOMING GAS CO)","Residential Sales Revenue","4121601","4259811","3934826","4386787","4836146","6093372","4907962","5397057","5183995","4641451","4978307","4242141","4785572","5113221","4516105","4285308","4559507","4812874","4519324","4331125","5190743"
"Wyoming","17615153WY (WYOMING GAS CO)","Residential Sales Volume","450446","522344","469769","453386","440491","420188","434753","542418","494808","470380","508319","416094","525115","524125","468053","457791","484613","532716","531734","471391","470430"
"Oklahoma","17615169OK (YALE WATER & SEWER TRUST)","Residential Sales Revenue","401250","381157","353258","308582","367081","363780","414055","574189","406000","347590","306666","235703","307894","333568","269846","260152","178382","281722","","266012","264481"
"Oklahoma","17615169OK (YALE WATER & SEWER TRUST)","Residential Sales Volume","35672","35299","34156","30378","29691","24861","27371","93028","32819","34066","27298","21200","26605","25071","23336","19734","18849","22811","","19210","23121"
"South Carolina","17615203SC (YORK CTY NATURAL GAS AUTHORITY)","Residential Sales Revenue","21146479","19088648","22629427","27988197","34518949","35714489","35751804","39614957","34858867","38309570","32213941","25634094","30942927","35781673","32936902","31247761","32732696","41086924","38194863","35297440","40406882"
"South Carolina","17615203SC (YORK CTY NATURAL GAS AUTHORITY)","Residential Sales Volume","1870067","2211228","2146334","2406070","2292748","2147573","2305147","2567312","2608932","3123767","2879804","2336348","2932476","3214873","2985950","2660474","2571410","3378177","3165524","2937787","3463278"
"Louisiana","17615238LA (ZACHARY CITY OF)","Residential Sales Revenue","2260690","1754641","1977670","2020915","2769123","2439059","2443518","2961774","2291091","2376924","2222214","1945929","2393503","2736347","2288329","2108556","2446126","4510516","2345125","2101213","2608032"
"Louisiana","17615238LA (ZACHARY CITY OF)","Residential Sales Volume","166822","182462","176596","161288","155613","180374","196873","212500","209848","260936","227598","179697","221529","216558","200224","215292","216769","322410","197273","288178","201088"
"Kentucky","17615245KY (ZEBULON GAS ASSN)","Residential Sales Revenue","48756","40434","38687","34613","39917","","","","","","","","","","","","","","","",""
"Kentucky","17615245KY (ZEBULON GAS ASSN)","Residential Sales Volume","4863","2815","2667","2271","3061","","","","","","","","","","","","","","","",""
"Maryland","17616172MD (WASHINGTON GAS LIGHT COMPANY)","Residential Sales Volume","21738138","24944128","27185736","27026308","28654933","24195720","28658046","28033916","28639540","28538231","25764472","23694783","27495376","29594111","26654362","24204123","25862000","29757821","28149213","27222254","28579909"
"Maryland","17616172MD (WASHINGTON GAS LIGHT COMPANY)","Residential Sales Revenue","240050964","235186065","314902863","343331088","434894222","406964492","438324184","459337959","388197064","367213132","323503522","286967243","308736069","368726617","310037061","254634167","297546490","309015216","322580569","302086659","369720236"
"Virginia","17616173VA (WASHINGTON GAS AND LIGHT COMPANY)","Residential Sales Revenue","277340680","254754859","321945684","","","","","","","","","","","","","","","","","",""
"Virginia","17616173VA (WASHINGTON GAS AND LIGHT COMPANY)","Residential Sales Volume","24049509","25688296","27458118","","","","","","","","","","","","","","","","","",""
"Texas","17616205TX (TEXAS EASTERN TRANSMISSION LP)","Residential Sales Volume","","","","","","","","","","","","0","","","","","","","","",""
"Maryland","17616232MD (COLUMBIA GAS OF MARYLAND)","Residential Sales Revenue","28851529","18749980","29388098","28852923","33747253","30090423","29617154","32260215","28829216","24207977","23606015","20193218","24393218","29733527","24649356","22164908","27485804","28392470","29930113","28568471","34555323"
